Metric,Time,Value
Lag_Input_Topic,1734566900.98,2972
Lag_Input_Topic,1734566902.98,0
Lag_Input_Topic,1734566903.98,0
Lag_Input_Topic,1734566906.98,0
Lag_Input_Topic,1734566908.98,14
Lag_Input_Topic,1734566910.98,7
Lag_Input_Topic,1734566912.98,28
Lag_Input_Topic,1734566913.98,41
Lag_Input_Topic,1734566914.98,41
Lag_Input_Topic,1734566917.98,63
Lag_Input_Topic,1734566923.98,105
Lag_Input_Topic,1734566926.98,126
Lag_Input_Topic,1734566928.98,133
Lag_Input_Topic,1734566929.98,147
Lag_Input_Topic,1734566931.98,154
Lag_Input_Topic,1734566932.98,175
Lag_Input_Topic,1734566934.98,175
Lag_Input_Topic,1734566935.98,175
Lag_Input_Topic,1734566937.98,203
Lag_Input_Topic,1734566940.98,224
Lag_Input_Topic,1734566941.98,231
Lag_Input_Topic,1734566942.98,231
Lag_Input_Topic,1734566943.98,245
Lag_Input_Topic,1734566944.98,252
Lag_Input_Topic,1734566945.98,259
Lag_Input_Topic,1734566947.98,266
Lag_Input_Topic,1734566948.98,266
Lag_Input_Topic,1734566950.98,280
Lag_Input_Topic,1734566952.98,301
Lag_Input_Topic,1734566954.98,315
Lag_Input_Topic,1734566958.98,1241
Lag_Input_Topic,1734566960.98,19784
Lag_Input_Topic,1734566962.98,16083
Lag_Input_Topic,1734566963.98,3169
Lag_Input_Topic,1734566964.98,3176
Lag_Input_Topic,1734566966.98,3183
Lag_Input_Topic,1734566967.98,800
Lag_Input_Topic,1734566968.98,0
Lag_Input_Topic,1734566969.98,7
Lag_Input_Topic,1734566970.98,14
Lag_Input_Topic,1734566971.98,20
Lag_Input_Topic,1734566973.98,28
Lag_Input_Topic,1734566974.98,28
Lag_Input_Topic,1734566975.98,16
Lag_Input_Topic,1734566976.98,20
Lag_Input_Topic,1734566977.98,28
Lag_Input_Topic,1734566978.98,7
Lag_Input_Topic,1734566979.98,14
Lag_Input_Topic,1734566980.98,21
Lag_Input_Topic,1734566981.98,28
Lag_Input_Topic,1734566982.98,27
Lag_Input_Topic,1734566983.98,34
Lag_Input_Topic,1734566984.98,6
Lag_Input_Topic,1734566985.98,14
Lag_Input_Topic,1734566986.98,21
Lag_Input_Topic,1734566987.98,27
Lag_Input_Topic,1734566988.98,34
Lag_Input_Topic,1734566989.98,13
Lag_Input_Topic,1734566990.98,21
Lag_Input_Topic,1734566991.98,27
Lag_Input_Topic,1734566992.98,35
Lag_Input_Topic,1734566993.98,6
Lag_Input_Topic,1734566994.98,13
Lag_Input_Topic,1734566995.98,20
Lag_Input_Topic,1734566996.98,27
Lag_Input_Topic,1734566997.98,34
Lag_Input_Topic,1734566998.98,6
Lag_Input_Topic,1734566999.98,14
Lag_Input_Topic,1734567000.98,21
Lag_Input_Topic,1734567001.98,27
Lag_Input_Topic,1734567002.98,34
Lag_Input_Topic,1734567003.98,6
Lag_Input_Topic,1734567004.98,13
Lag_Input_Topic,1734567005.98,20
Lag_Input_Topic,1734567006.98,27
Lag_Input_Topic,1734567007.98,34
Lag_Input_Topic,1734567008.98,6
Lag_Input_Topic,1734567009.98,13
Lag_Input_Topic,1734567010.98,21
Lag_Input_Topic,1734567011.98,27
Lag_Input_Topic,1734567012.98,34
Lag_Input_Topic,1734567013.98,6
Lag_Input_Topic,1734567014.98,13
