Metric,Time,Value
Lag_Input_Topic,1734688687.315,1
Lag_Input_Topic,1734688689.315,15
Lag_Input_Topic,1734688691.315,29
Lag_Input_Topic,1734688692.315,1
Lag_Input_Topic,1734688693.315,8
Lag_Input_Topic,1734688694.315,16
Lag_Input_Topic,1734688695.315,22
Lag_Input_Topic,1734688696.315,29
Lag_Input_Topic,1734688697.315,1
Lag_Input_Topic,1734688698.315,8
Lag_Input_Topic,1734688699.315,15
Lag_Input_Topic,1734688700.315,22
Lag_Input_Topic,1734688701.315,29
Lag_Input_Topic,1734688702.315,7
Lag_Input_Topic,1734688703.315,6
Lag_Input_Topic,1734688704.315,13
Lag_Input_Topic,1734688705.315,20
Lag_Input_Topic,1734688706.315,27
Lag_Input_Topic,1734688707.315,34
Lag_Input_Topic,1734688708.315,6
Lag_Input_Topic,1734688709.315,13
Lag_Input_Topic,1734688710.315,20
Lag_Input_Topic,1734688711.315,27
Lag_Input_Topic,1734688712.315,34
Lag_Input_Topic,1734688713.315,41
Lag_Input_Topic,1734688715.315,48
Lag_Input_Topic,1734688716.315,62
Lag_Input_Topic,1734688717.315,69
Lag_Input_Topic,1734688718.315,76
Lag_Input_Topic,1734688719.315,83
Lag_Input_Topic,1734688720.315,90
Lag_Input_Topic,1734688721.315,97
Lag_Input_Topic,1734688722.315,104
Lag_Input_Topic,1734688723.315,111
Lag_Input_Topic,1734688724.315,118
Lag_Input_Topic,1734688725.315,125
Lag_Input_Topic,1734688726.315,132
Lag_Input_Topic,1734688728.315,139
Lag_Input_Topic,1734688729.315,153
Lag_Input_Topic,1734688730.315,160
Lag_Input_Topic,1734688732.315,174
Lag_Input_Topic,1734688733.315,181
Lag_Input_Topic,1734688734.315,188
Lag_Input_Topic,1734688735.315,195
Lag_Input_Topic,1734688736.315,202
Lag_Input_Topic,1734688738.315,213
Lag_Input_Topic,1734688740.315,223
Lag_Input_Topic,1734688741.315,237
Lag_Input_Topic,1734688742.315,244
Lag_Input_Topic,1734688744.315,252
Lag_Input_Topic,1734688745.315,265
Lag_Input_Topic,1734688746.315,272
Lag_Input_Topic,1734688747.315,29710
Lag_Input_Topic,1734688748.315,83540
Lag_Input_Topic,1734688749.315,83547
Lag_Input_Topic,1734688750.315,104801
Lag_Input_Topic,1734688751.315,104808
Lag_Input_Topic,1734688752.315,104815
Lag_Input_Topic,1734688753.315,63644
Lag_Input_Topic,1734688754.315,57648
Lag_Input_Topic,1734688755.315,57655
Lag_Input_Topic,1734688756.315,57664
Lag_Input_Topic,1734688757.315,57669
Lag_Input_Topic,1734688758.315,33362
Lag_Input_Topic,1734688759.315,8013
Lag_Input_Topic,1734688760.315,8020
Lag_Input_Topic,1734688761.315,8027
Lag_Input_Topic,1734688762.315,8034
Lag_Input_Topic,1734688763.315,3428
Lag_Input_Topic,1734688764.315,13
Lag_Input_Topic,1734688765.315,20
Lag_Input_Topic,1734688766.315,27
Lag_Input_Topic,1734688767.315,34
Lag_Input_Topic,1734688768.315,7
Lag_Input_Topic,1734688769.315,14
Lag_Input_Topic,1734688770.315,21
Lag_Input_Topic,1734688771.315,28
Lag_Input_Topic,1734688772.315,35
Lag_Input_Topic,1734688773.315,7
Lag_Input_Topic,1734688774.315,14
Lag_Input_Topic,1734688775.315,21
Lag_Input_Topic,1734688776.315,28
Lag_Input_Topic,1734688777.315,35
Lag_Input_Topic,1734688778.315,7
Lag_Input_Topic,1734688779.315,14
Lag_Input_Topic,1734688780.315,21
Lag_Input_Topic,1734688781.315,27
Lag_Input_Topic,1734688782.315,35
Lag_Input_Topic,1734688783.315,6
Lag_Input_Topic,1734688784.315,14
Lag_Input_Topic,1734688785.315,21
Lag_Input_Topic,1734688786.315,28
Lag_Input_Topic,1734688787.315,35
Lag_Input_Topic,1734688788.315,4
Lag_Input_Topic,1734688789.315,4
Lag_Input_Topic,1734688790.315,13
Lag_Input_Topic,1734688791.315,19
Lag_Input_Topic,1734688792.315,25
Lag_Input_Topic,1734688793.315,32
Lag_Input_Topic,1734688794.315,4
Lag_Input_Topic,1734688795.315,12
Lag_Input_Topic,1734688796.315,18
Lag_Input_Topic,1734688797.315,25
Lag_Input_Topic,1734688798.315,35
Lag_Input_Topic,1734688799.315,4
Lag_Input_Topic,1734688800.315,11
Lag_Input_Topic,1734688801.315,19
Lag_Input_Topic,1734688802.315,25
Lag_Input_Topic,1734688803.315,33
Lag_Input_Topic,1734688804.315,6
Lag_Input_Topic,1734688805.315,14
Lag_Input_Topic,1734688806.315,19
Lag_Input_Topic,1734688807.315,25
Lag_Input_Topic,1734688808.315,35
Lag_Input_Topic,1734688809.315,7
Lag_Input_Topic,1734688810.315,12
Lag_Input_Topic,1734688811.315,18
Lag_Input_Topic,1734688812.315,28
Lag_Input_Topic,1734688813.315,32
Lag_Input_Topic,1734688814.315,7
Lag_Input_Topic,1734688815.315,13
Lag_Input_Topic,1734688816.315,18
Lag_Input_Topic,1734688817.315,25
Lag_Input_Topic,1734688818.315,32
Lag_Input_Topic,1734688819.315,7
Lag_Input_Topic,1734688820.315,13
Lag_Input_Topic,1734688821.315,18
Lag_Input_Topic,1734688822.315,25
Lag_Input_Topic,1734688823.315,32
Lag_Input_Topic,1734688824.315,7
Lag_Input_Topic,1734688825.315,11
Lag_Input_Topic,1734688826.315,18
Lag_Input_Topic,1734688827.315,25
Lag_Input_Topic,1734688828.315,32
Lag_Input_Topic,1734688829.315,5
Lag_Input_Topic,1734688830.315,14
Lag_Input_Topic,1734688831.315,20
Lag_Input_Topic,1734688832.315,25
Lag_Input_Topic,1734688833.315,35
Lag_Input_Topic,1734688834.315,42
Lag_Input_Topic,1734688835.315,49
Lag_Input_Topic,1734688836.315,53
Lag_Input_Topic,1734688837.315,60
Lag_Input_Topic,1734688837.442,60
Lag_Input_Topic,1734688838.442,66
Lag_Input_Topic,1734688839.442,74
Lag_Input_Topic,1734688840.442,81
Lag_Input_Topic,1734688841.442,87
Lag_Input_Topic,1734688842.442,98
Lag_Input_Topic,1734688843.442,101
Lag_Input_Topic,1734688844.442,108
Lag_Input_Topic,1734688845.442,118
Lag_Input_Topic,1734688846.442,122
Lag_Input_Topic,1734688847.442,129
Lag_Input_Topic,1734688848.442,136
Lag_Input_Topic,1734688849.442,147
Lag_Input_Topic,1734688850.442,154
Lag_Input_Topic,1734688851.442,161
Lag_Input_Topic,1734688852.442,168
Lag_Input_Topic,1734688853.442,175
Lag_Input_Topic,1734688854.442,182
Lag_Input_Topic,1734688855.442,189
Lag_Input_Topic,1734688856.442,196
Lag_Input_Topic,1734688857.442,203
Lag_Input_Topic,1734688858.442,210
Lag_Input_Topic,1734688859.442,217
Lag_Input_Topic,1734688860.442,224
Lag_Input_Topic,1734688861.442,230
Lag_Input_Topic,1734688862.442,238
Lag_Input_Topic,1734688863.442,245
Lag_Input_Topic,1734688864.442,252
Lag_Input_Topic,1734688865.442,259
Lag_Input_Topic,1734688866.442,266
Lag_Input_Topic,1734688867.442,266
Lag_Input_Topic,1734688867.494,273
Lag_Input_Topic,1734688868.494,280
Lag_Input_Topic,1734688869.494,287
Lag_Input_Topic,1734688871.494,294
Lag_Input_Topic,1734688872.494,309
Lag_Input_Topic,1734688873.494,311
Lag_Input_Topic,1734688875.494,322
Lag_Input_Topic,1734688876.494,336
Lag_Input_Topic,1734688877.494,343
Lag_Input_Topic,1734688878.494,350
Lag_Input_Topic,1734688880.494,20931
Lag_Input_Topic,1734688881.494,55955
Lag_Input_Topic,1734688882.494,90366
Lag_Input_Topic,1734688883.494,112728
Lag_Input_Topic,1734688885.494,112735
Lag_Input_Topic,1734688887.494,79695
Lag_Input_Topic,1734688888.494,79705
Lag_Input_Topic,1734688889.494,79715
Lag_Input_Topic,1734688890.494,76204
Lag_Input_Topic,1734688891.494,63667
Lag_Input_Topic,1734688892.494,44947
Lag_Input_Topic,1734688893.494,44952
Lag_Input_Topic,1734688894.494,44961
Lag_Input_Topic,1734688895.494,44966
Lag_Input_Topic,1734688896.494,26042
Lag_Input_Topic,1734688897.494,13496
Lag_Input_Topic,1734688897.598,13496
Lag_Input_Topic,1734688898.598,6091
Lag_Input_Topic,1734688899.598,6098
Lag_Input_Topic,1734688900.598,6105
Lag_Input_Topic,1734688901.598,2082
Lag_Input_Topic,1734688902.598,1839
Lag_Input_Topic,1734688903.598,5
Lag_Input_Topic,1734688904.598,12
Lag_Input_Topic,1734688905.598,19
Lag_Input_Topic,1734688906.598,26
Lag_Input_Topic,1734688907.598,33
Lag_Input_Topic,1734688908.598,5
Lag_Input_Topic,1734688909.598,12
Lag_Input_Topic,1734688910.598,20
Lag_Input_Topic,1734688911.598,26
Lag_Input_Topic,1734688912.598,33
Lag_Input_Topic,1734688913.598,5
Lag_Input_Topic,1734688914.598,12
Lag_Input_Topic,1734688915.598,19
Lag_Input_Topic,1734688916.598,26
Lag_Input_Topic,1734688917.598,33
Lag_Input_Topic,1734688918.598,5
Lag_Input_Topic,1734688919.598,12
Lag_Input_Topic,1734688920.598,19
Lag_Input_Topic,1734688921.598,26
Lag_Input_Topic,1734688922.598,32
Lag_Input_Topic,1734688923.598,14
Lag_Input_Topic,1734688924.598,21
Lag_Input_Topic,1734688925.598,28
Lag_Input_Topic,1734688926.598,35
Lag_Input_Topic,1734688927.598,7
Lag_Input_Topic,1734688927.642,7
Lag_Input_Topic,1734688928.642,14
Lag_Input_Topic,1734688929.642,21
Lag_Input_Topic,1734688930.642,28
Lag_Input_Topic,1734688931.642,35
Lag_Input_Topic,1734688932.642,7
Lag_Input_Topic,1734688933.642,14
Lag_Input_Topic,1734688934.642,27
Lag_Input_Topic,1734688935.642,28
Lag_Input_Topic,1734688936.642,0
Lag_Input_Topic,1734688937.642,7
Lag_Input_Topic,1734688938.642,14
Lag_Input_Topic,1734688939.642,21
Lag_Input_Topic,1734688940.642,28
Lag_Input_Topic,1734688941.642,0
Lag_Input_Topic,1734688942.642,7
Lag_Input_Topic,1734688943.642,14
Lag_Input_Topic,1734688944.642,21
Lag_Input_Topic,1734688945.642,28
Lag_Input_Topic,1734688946.642,0
Lag_Input_Topic,1734688947.642,13
Lag_Input_Topic,1734688948.642,14
Lag_Input_Topic,1734688949.642,21
Lag_Input_Topic,1734688950.642,28
Lag_Input_Topic,1734688951.642,35
Lag_Input_Topic,1734688952.642,42
Lag_Input_Topic,1734688953.642,49
Lag_Input_Topic,1734688954.642,56
Lag_Input_Topic,1734688955.642,65
Lag_Input_Topic,1734688956.642,70
Lag_Input_Topic,1734688957.642,76
Lag_Input_Topic,1734688957.685,76
Lag_Input_Topic,1734688958.685,83
Lag_Input_Topic,1734688959.685,90
Lag_Input_Topic,1734688960.685,98
Lag_Input_Topic,1734688961.685,104
Lag_Input_Topic,1734688962.685,111
Lag_Input_Topic,1734688963.685,118
Lag_Input_Topic,1734688964.685,125
Lag_Input_Topic,1734688965.685,132
Lag_Input_Topic,1734688966.685,139
Lag_Input_Topic,1734688967.685,146
Lag_Input_Topic,1734688968.685,153
Lag_Input_Topic,1734688969.685,161
Lag_Input_Topic,1734688970.685,168
Lag_Input_Topic,1734688971.685,175
Lag_Input_Topic,1734688972.685,181
Lag_Input_Topic,1734688973.685,188
Lag_Input_Topic,1734688974.685,195
Lag_Input_Topic,1734688975.685,202
Lag_Input_Topic,1734688976.685,209
Lag_Input_Topic,1734688977.685,217
Lag_Input_Topic,1734688978.685,224
Lag_Input_Topic,1734688979.685,230
Lag_Input_Topic,1734688980.685,237
Lag_Input_Topic,1734688981.685,245
Lag_Input_Topic,1734688982.685,252
Lag_Input_Topic,1734688983.685,265
Lag_Input_Topic,1734688984.685,266
Lag_Input_Topic,1734688985.685,273
Lag_Input_Topic,1734688986.685,280
Lag_Input_Topic,1734688987.685,287
Lag_Input_Topic,1734688987.726,287
Lag_Input_Topic,1734688988.726,294
Lag_Input_Topic,1734688989.726,301
Lag_Input_Topic,1734688990.726,308
Lag_Input_Topic,1734688991.726,315
Lag_Input_Topic,1734688992.726,322
Lag_Input_Topic,1734688993.726,329
Lag_Input_Topic,1734688994.726,336
Lag_Input_Topic,1734688995.726,343
Lag_Input_Topic,1734688996.726,350
Lag_Input_Topic,1734688997.726,357
Lag_Input_Topic,1734688998.726,363
Lag_Input_Topic,1734688999.726,370
Lag_Input_Topic,1734689000.726,378
Lag_Input_Topic,1734689001.726,385
Lag_Input_Topic,1734689002.726,392
