Metric,Time,Value
Lag_Input_Topic,1734703361.3,336
Lag_Input_Topic,1734703363.3,21
Lag_Input_Topic,1734703364.3,0
Lag_Input_Topic,1734703365.3,7
Lag_Input_Topic,1734703366.3,14
Lag_Input_Topic,1734703367.3,21
Lag_Input_Topic,1734703371.3,14
Lag_Input_Topic,1734703372.3,21
Lag_Input_Topic,1734703374.3,28
Lag_Input_Topic,1734703376.3,189
Lag_Input_Topic,1734703378.3,196
Lag_Input_Topic,1734703380.3,217
Lag_Input_Topic,1734703381.3,224
Lag_Input_Topic,1734703382.3,231
Lag_Input_Topic,1734703383.3,238
Lag_Input_Topic,1734703384.3,245
Lag_Input_Topic,1734703386.3,259
Lag_Input_Topic,1734703387.3,266
Lag_Input_Topic,1734703388.3,273
Lag_Input_Topic,1734703389.3,280
Lag_Input_Topic,1734703390.3,287
Lag_Input_Topic,1734703391.3,294
Lag_Input_Topic,1734703392.3,301
Lag_Input_Topic,1734703393.3,308
Lag_Input_Topic,1734703394.3,315
Lag_Input_Topic,1734703395.3,322
Lag_Input_Topic,1734703396.3,329
Lag_Input_Topic,1734703397.3,336
Lag_Input_Topic,1734703398.3,343
Lag_Input_Topic,1734703400.3,350
Lag_Input_Topic,1734703401.3,364
Lag_Input_Topic,1734703402.3,371
Lag_Input_Topic,1734703405.3,385
Lag_Input_Topic,1734703406.3,399
Lag_Input_Topic,1734703407.3,406
Lag_Input_Topic,1734703408.3,413
Lag_Input_Topic,1734703409.3,420
Lag_Input_Topic,1734703410.3,427
Lag_Input_Topic,1734703411.3,434
Lag_Input_Topic,1734703412.3,441
Lag_Input_Topic,1734703413.3,448
Lag_Input_Topic,1734703414.3,455
Lag_Input_Topic,1734703415.3,462
Lag_Input_Topic,1734703417.3,469
Lag_Input_Topic,1734703418.3,483
Lag_Input_Topic,1734703419.3,490
Lag_Input_Topic,1734703420.3,497
Lag_Input_Topic,1734703422.3,504
Lag_Input_Topic,1734703423.3,518
Lag_Input_Topic,1734703424.3,525
Lag_Input_Topic,1734703426.3,532
Lag_Input_Topic,1734703428.3,29112
Lag_Input_Topic,1734703429.3,162081
Lag_Input_Topic,1734703430.3,162087
Lag_Input_Topic,1734703431.3,193417
Lag_Input_Topic,1734703432.3,190866
Lag_Input_Topic,1734703433.3,186797
Lag_Input_Topic,1734703434.3,174224
