Metric,Time,Value
Lag_Input_Topic,1734702727.748,7
Lag_Input_Topic,1734702729.748,15
Lag_Input_Topic,1734702730.748,0
Lag_Input_Topic,1734702732.748,7
Lag_Input_Topic,1734702733.748,21
Lag_Input_Topic,1734702735.748,28
Lag_Input_Topic,1734702737.748,7
Lag_Input_Topic,1734702739.748,21
Lag_Input_Topic,1734702740.748,28
Lag_Input_Topic,1734702742.748,0
Lag_Input_Topic,1734702744.748,14
Lag_Input_Topic,1734702745.748,0
Lag_Input_Topic,1734702747.748,0
Lag_Input_Topic,1734702749.748,14
Lag_Input_Topic,1734702751.748,28
Lag_Input_Topic,1734702752.748,42
Lag_Input_Topic,1734702753.748,49
Lag_Input_Topic,1734702754.748,56
Lag_Input_Topic,1734702755.748,70
Lag_Input_Topic,1734702757.748,70
Lag_Input_Topic,1734702759.748,84
Lag_Input_Topic,1734702761.748,105
Lag_Input_Topic,1734702762.748,112
Lag_Input_Topic,1734702763.748,119
Lag_Input_Topic,1734702764.748,126
Lag_Input_Topic,1734702765.748,133
Lag_Input_Topic,1734702766.748,142
Lag_Input_Topic,1734702767.748,147
Lag_Input_Topic,1734702768.748,154
Lag_Input_Topic,1734702769.748,161
Lag_Input_Topic,1734702770.748,168
Lag_Input_Topic,1734702771.748,175
Lag_Input_Topic,1734702772.748,182
Lag_Input_Topic,1734702773.748,189
Lag_Input_Topic,1734702774.748,196
Lag_Input_Topic,1734702775.748,203
Lag_Input_Topic,1734702776.748,210
Lag_Input_Topic,1734702777.748,217
Lag_Input_Topic,1734702778.748,224
Lag_Input_Topic,1734702779.748,231
Lag_Input_Topic,1734702780.748,238
Lag_Input_Topic,1734702781.748,245
Lag_Input_Topic,1734702782.748,252
Lag_Input_Topic,1734702783.748,259
Lag_Input_Topic,1734702784.748,273
Lag_Input_Topic,1734702786.748,273
Lag_Input_Topic,1734702787.748,287
Lag_Input_Topic,1734702788.748,295
Lag_Input_Topic,1734702789.748,301
Lag_Input_Topic,1734702790.748,308
Lag_Input_Topic,1734702791.748,317
Lag_Input_Topic,1734702793.748,322
Lag_Input_Topic,1734702794.748,336
Lag_Input_Topic,1734702796.748,343
Lag_Input_Topic,1734702798.748,357
Lag_Input_Topic,1734702800.748,378
Lag_Input_Topic,1734702801.748,385
Lag_Input_Topic,1734702803.748,399
Lag_Input_Topic,1734702805.748,413
Lag_Input_Topic,1734702807.748,127979
Lag_Input_Topic,1734702809.748,203274
Lag_Input_Topic,1734702811.748,181306
Lag_Input_Topic,1734702812.748,177748
Lag_Input_Topic,1734702813.748,177751
Lag_Input_Topic,1734702814.748,177758
Lag_Input_Topic,1734702815.748,177765
Lag_Input_Topic,1734702816.748,156725
Lag_Input_Topic,1734702817.748,149669
Lag_Input_Topic,1734702818.748,144666
Lag_Input_Topic,1734702819.748,144673
Lag_Input_Topic,1734702820.748,140675
Lag_Input_Topic,1734702821.748,123455
Lag_Input_Topic,1734702822.748,113334
Lag_Input_Topic,1734702823.748,110744
Lag_Input_Topic,1734702824.748,110751
Lag_Input_Topic,1734702825.748,110758
Lag_Input_Topic,1734702826.748,98183
Lag_Input_Topic,1734702827.748,82614
Lag_Input_Topic,1734702828.748,75037
Lag_Input_Topic,1734702829.748,67457
Lag_Input_Topic,1734702830.748,67464
Lag_Input_Topic,1734702831.748,67471
Lag_Input_Topic,1734702832.748,48674
Lag_Input_Topic,1734702833.748,36626
Lag_Input_Topic,1734702834.748,34375
Lag_Input_Topic,1734702835.748,34382
Lag_Input_Topic,1734702836.748,34389
Lag_Input_Topic,1734702837.748,20174
Lag_Input_Topic,1734702838.748,7
Lag_Input_Topic,1734702839.748,14
Lag_Input_Topic,1734702840.748,21
Lag_Input_Topic,1734702841.748,28
Lag_Input_Topic,1734702842.748,0
Lag_Input_Topic,1734702843.748,7
Lag_Input_Topic,1734702844.748,14
Lag_Input_Topic,1734702845.748,21
Lag_Input_Topic,1734702846.748,28
Lag_Input_Topic,1734702847.748,0
Lag_Input_Topic,1734702848.748,7
Lag_Input_Topic,1734702849.748,14
Lag_Input_Topic,1734702850.748,21
Lag_Input_Topic,1734702851.748,28
Lag_Input_Topic,1734702852.748,21
Lag_Input_Topic,1734702853.748,7
Lag_Input_Topic,1734702854.748,14
Lag_Input_Topic,1734702855.748,21
Lag_Input_Topic,1734702856.748,28
Lag_Input_Topic,1734702857.748,35
Lag_Input_Topic,1734702858.748,7
Lag_Input_Topic,1734702859.748,14
Lag_Input_Topic,1734702860.748,21
