Metric,Time,Value
Lag_Input_Topic,1734591661.957,44
Lag_Input_Topic,1734591663.957,56
Lag_Input_Topic,1734591665.957,70
Lag_Input_Topic,1734591667.957,91
Lag_Input_Topic,1734591670.957,98
Lag_Input_Topic,1734591672.957,119
Lag_Input_Topic,1734591674.957,133
Lag_Input_Topic,1734591676.957,147
Lag_Input_Topic,1734591678.957,168
Lag_Input_Topic,1734591680.957,182
Lag_Input_Topic,1734591682.957,189
Lag_Input_Topic,1734591684.957,69605
Lag_Input_Topic,1734591686.957,96884
Lag_Input_Topic,1734591688.957,94879
Lag_Input_Topic,1734591690.957,84625
Lag_Input_Topic,1734591692.957,84639
Lag_Input_Topic,1734591694.957,71815
Lag_Input_Topic,1734591696.957,57989
Lag_Input_Topic,1734591698.957,57710
Lag_Input_Topic,1734591700.957,37608
Lag_Input_Topic,1734591702.957,32822
Lag_Input_Topic,1734591704.957,32836
Lag_Input_Topic,1734591706.957,1704
Lag_Input_Topic,1734591708.957,1711
Lag_Input_Topic,1734591710.957,1704
Lag_Input_Topic,1734591711.957,7
Lag_Input_Topic,1734591712.957,14
Lag_Input_Topic,1734591713.957,21
Lag_Input_Topic,1734591715.957,28
Lag_Input_Topic,1734591716.957,7
Lag_Input_Topic,1734591717.957,14
Lag_Input_Topic,1734591719.957,21
Lag_Input_Topic,1734591721.957,0
Lag_Input_Topic,1734591723.957,14
Lag_Input_Topic,1734591725.957,0
Lag_Input_Topic,1734591727.957,7
Lag_Input_Topic,1734591729.957,28
Lag_Input_Topic,1734591730.957,0
Lag_Input_Topic,1734591731.957,7
Lag_Input_Topic,1734591732.957,14
Lag_Input_Topic,1734591733.957,21
Lag_Input_Topic,1734591734.957,28
Lag_Input_Topic,1734591735.957,0
Lag_Input_Topic,1734591736.957,7
Lag_Input_Topic,1734591737.957,14
Lag_Input_Topic,1734591738.957,21
Lag_Input_Topic,1734591739.957,28
Lag_Input_Topic,1734591740.957,0
Lag_Input_Topic,1734591741.957,7
Lag_Input_Topic,1734591742.957,14
Lag_Input_Topic,1734591743.957,21
Lag_Input_Topic,1734591744.957,28
Lag_Input_Topic,1734591745.957,0
Lag_Input_Topic,1734591746.957,7
Lag_Input_Topic,1734591747.957,14
