Metric,Time,Value
Lag_Input_Topic,1734670479.277,0
Lag_Input_Topic,1734670482.277,82
Lag_Input_Topic,1734670484.277,98
Lag_Input_Topic,1734670485.277,105
Lag_Input_Topic,1734670486.277,112
Lag_Input_Topic,1734670487.277,119
Lag_Input_Topic,1734670488.277,126
Lag_Input_Topic,1734670490.277,133
Lag_Input_Topic,1734670491.277,147
Lag_Input_Topic,1734670492.277,154
Lag_Input_Topic,1734670493.277,161
Lag_Input_Topic,1734670494.277,168
Lag_Input_Topic,1734670495.277,175
Lag_Input_Topic,1734670496.277,182
Lag_Input_Topic,1734670497.277,189
Lag_Input_Topic,1734670498.277,196
Lag_Input_Topic,1734670499.277,203
Lag_Input_Topic,1734670500.277,210
Lag_Input_Topic,1734670501.277,217
Lag_Input_Topic,1734670502.277,224
Lag_Input_Topic,1734670503.277,231
Lag_Input_Topic,1734670505.277,245
Lag_Input_Topic,1734670506.277,252
Lag_Input_Topic,1734670507.277,259
Lag_Input_Topic,1734670508.277,266
Lag_Input_Topic,1734670510.277,273
Lag_Input_Topic,1734670512.277,294
Lag_Input_Topic,1734670513.277,301
Lag_Input_Topic,1734670514.277,308
Lag_Input_Topic,1734670515.277,314
Lag_Input_Topic,1734670517.277,322
Lag_Input_Topic,1734670518.277,336
Lag_Input_Topic,1734670520.277,343
Lag_Input_Topic,1734670521.277,357
Lag_Input_Topic,1734670523.277,364
Lag_Input_Topic,1734670524.277,378
Lag_Input_Topic,1734670525.277,385
Lag_Input_Topic,1734670527.277,392
Lag_Input_Topic,1734670529.277,406
Lag_Input_Topic,1734670531.277,420
Lag_Input_Topic,1734670533.277,434
Lag_Input_Topic,1734670535.277,448
Lag_Input_Topic,1734670537.277,916
Lag_Input_Topic,1734670539.277,3811
Lag_Input_Topic,1734670541.277,3825
Lag_Input_Topic,1734670542.277,0
Lag_Input_Topic,1734670543.277,6
Lag_Input_Topic,1734670544.277,10
Lag_Input_Topic,1734670545.277,17
Lag_Input_Topic,1734670546.277,24
Lag_Input_Topic,1734670547.277,4
Lag_Input_Topic,1734670548.277,14
Lag_Input_Topic,1734670549.277,22
Lag_Input_Topic,1734670550.277,26
Lag_Input_Topic,1734670551.277,27
Lag_Input_Topic,1734670552.277,11
Lag_Input_Topic,1734670553.277,17
Lag_Input_Topic,1734670554.277,24
Lag_Input_Topic,1734670555.277,33
Lag_Input_Topic,1734670556.277,2
Lag_Input_Topic,1734670557.277,8
Lag_Input_Topic,1734670558.277,15
Lag_Input_Topic,1734670559.277,22
Lag_Input_Topic,1734670560.277,0
Lag_Input_Topic,1734670561.277,4
Lag_Input_Topic,1734670562.277,11
Lag_Input_Topic,1734670563.277,17
Lag_Input_Topic,1734670564.277,22
Lag_Input_Topic,1734670565.277,29
Lag_Input_Topic,1734670566.277,1
Lag_Input_Topic,1734670567.277,12
Lag_Input_Topic,1734670568.277,21
Lag_Input_Topic,1734670569.277,25
Lag_Input_Topic,1734670570.277,29
Lag_Input_Topic,1734670571.277,0
Lag_Input_Topic,1734670572.277,8
Lag_Input_Topic,1734670573.277,17
Lag_Input_Topic,1734670574.277,21
Lag_Input_Topic,1734670575.277,28
Lag_Input_Topic,1734670576.277,0
Lag_Input_Topic,1734670577.277,10
