Metric,Time,Value
Lag_Input_Topic,1734602687.487,54733
Lag_Input_Topic,1734602689.487,54733
Lag_Input_Topic,1734602691.487,54733
Lag_Input_Topic,1734602693.487,54733
Lag_Input_Topic,1734602694.487,54733
Lag_Input_Topic,1734602695.487,54733
Lag_Input_Topic,1734602696.487,54733
Lag_Input_Topic,1734602697.487,54733
Lag_Input_Topic,1734602699.487,54733
Lag_Input_Topic,1734602701.487,54733
Lag_Input_Topic,1734602702.487,54733
Lag_Input_Topic,1734602703.487,54733
Lag_Input_Topic,1734602705.487,54754
Lag_Input_Topic,1734602706.487,54768
Lag_Input_Topic,1734602708.487,54775
Lag_Input_Topic,1734602710.487,54789
Lag_Input_Topic,1734602712.487,71866
Lag_Input_Topic,1734602714.487,159035
Lag_Input_Topic,1734602716.487,170277
Lag_Input_Topic,1734602718.487,160046
Lag_Input_Topic,1734602720.487,147271
Lag_Input_Topic,1734602722.487,147285
Lag_Input_Topic,1734602723.487,134070
Lag_Input_Topic,1734602725.487,124869
Lag_Input_Topic,1734602727.487,121272
Lag_Input_Topic,1734602728.487,114681
Lag_Input_Topic,1734602730.487,102441
Lag_Input_Topic,1734602732.487,90139
Lag_Input_Topic,1734602734.487,80549
Lag_Input_Topic,1734602736.487,70937
Lag_Input_Topic,1734602738.487,59689
Lag_Input_Topic,1734602740.487,55981
Lag_Input_Topic,1734602741.487,35769
Lag_Input_Topic,1734602743.487,35776
Lag_Input_Topic,1734602745.487,29126
Lag_Input_Topic,1734602747.487,9690
Lag_Input_Topic,1734602749.487,7657
Lag_Input_Topic,1734602751.487,232
Lag_Input_Topic,1734602752.487,22
Lag_Input_Topic,1734602754.487,0
Lag_Input_Topic,1734602756.487,8
Lag_Input_Topic,1734602758.487,22
Lag_Input_Topic,1734602759.487,2
Lag_Input_Topic,1734602761.487,9
Lag_Input_Topic,1734602762.487,23
Lag_Input_Topic,1734602763.487,30
Lag_Input_Topic,1734602765.487,1
Lag_Input_Topic,1734602767.487,16
Lag_Input_Topic,1734602768.487,30
Lag_Input_Topic,1734602769.487,0
Lag_Input_Topic,1734602771.487,4
Lag_Input_Topic,1734602772.487,4
Lag_Input_Topic,1734602773.487,6
Lag_Input_Topic,1734602774.487,9
Lag_Input_Topic,1734602775.487,16
Lag_Input_Topic,1734602776.487,23
Lag_Input_Topic,1734602777.487,0
Lag_Input_Topic,1734602778.487,1
Lag_Input_Topic,1734602779.487,8
Lag_Input_Topic,1734602780.487,15
Lag_Input_Topic,1734602781.487,22
Lag_Input_Topic,1734602782.487,29
Lag_Input_Topic,1734602783.487,7
Lag_Input_Topic,1734602784.487,0
Lag_Input_Topic,1734602785.487,7
Lag_Input_Topic,1734602786.487,21
Lag_Input_Topic,1734602787.487,21
Lag_Input_Topic,1734602788.487,28
Lag_Input_Topic,1734602789.487,0
Lag_Input_Topic,1734602790.487,7
Lag_Input_Topic,1734602791.487,21
Lag_Input_Topic,1734602792.487,21
Lag_Input_Topic,1734602793.487,35
Lag_Input_Topic,1734602794.487,42
Lag_Input_Topic,1734602796.487,49
Lag_Input_Topic,1734602797.487,63
Lag_Input_Topic,1734602798.487,63
Lag_Input_Topic,1734602799.487,70
Lag_Input_Topic,1734602801.487,84
Lag_Input_Topic,1734602802.487,91
Lag_Input_Topic,1734602803.487,98
Lag_Input_Topic,1734602804.487,105
Lag_Input_Topic,1734602805.487,112
Lag_Input_Topic,1734602806.487,119
Lag_Input_Topic,1734602807.487,126
Lag_Input_Topic,1734602808.487,134
Lag_Input_Topic,1734602809.487,140
Lag_Input_Topic,1734602810.487,147
Lag_Input_Topic,1734602811.487,154
Lag_Input_Topic,1734602812.487,161
Lag_Input_Topic,1734602813.487,168
Lag_Input_Topic,1734602814.487,175
Lag_Input_Topic,1734602815.487,182
Lag_Input_Topic,1734602816.487,189
Lag_Input_Topic,1734602817.487,196
Lag_Input_Topic,1734602818.487,210
Lag_Input_Topic,1734602819.487,210
Lag_Input_Topic,1734602820.487,217
Lag_Input_Topic,1734602821.487,224
Lag_Input_Topic,1734602822.487,238
Lag_Input_Topic,1734602823.487,238
Lag_Input_Topic,1734602824.487,245
Lag_Input_Topic,1734602825.487,252
Lag_Input_Topic,1734602826.487,259
Lag_Input_Topic,1734602827.487,266
Lag_Input_Topic,1734602828.487,280
Lag_Input_Topic,1734602829.487,280
Lag_Input_Topic,1734602830.487,287
