Metric,Time,Value
Lag_Input_Topic,1734625448.717,203270
Lag_Input_Topic,1734625449.717,203270
Lag_Input_Topic,1734625450.717,203270
Lag_Input_Topic,1734625451.717,203270
Lag_Input_Topic,1734625452.717,203270
Lag_Input_Topic,1734625453.717,203270
Lag_Input_Topic,1734625454.717,203727
Lag_Input_Topic,1734625455.717,203741
Lag_Input_Topic,1734625456.717,203755
Lag_Input_Topic,1734625457.717,203769
Lag_Input_Topic,1734625458.717,203783
Lag_Input_Topic,1734625459.717,203797
Lag_Input_Topic,1734625460.717,39292
Lag_Input_Topic,1734625461.717,39292
Lag_Input_Topic,1734625462.717,39292
Lag_Input_Topic,1734625463.717,203839
Lag_Input_Topic,1734625464.717,39292
Lag_Input_Topic,1734625465.717,203867
Lag_Input_Topic,1734625466.717,39292
Lag_Input_Topic,1734625467.717,203895
Lag_Input_Topic,1734625468.717,39292
Lag_Input_Topic,1734625469.717,203923
Lag_Input_Topic,1734625470.717,39292
Lag_Input_Topic,1734625471.717,203958
Lag_Input_Topic,1734625472.717,39292
Lag_Input_Topic,1734625473.717,39292
Lag_Input_Topic,1734625474.717,203979
Lag_Input_Topic,1734625475.717,39292
Lag_Input_Topic,1734625476.717,39292
Lag_Input_Topic,1734625477.717,54045
Lag_Input_Topic,1734625478.717,39292
Lag_Input_Topic,1734625479.717,48168
Lag_Input_Topic,1734625480.717,39292
Lag_Input_Topic,1734625481.717,39292
Lag_Input_Topic,1734625482.717,39327
Lag_Input_Topic,1734625483.717,39292
Lag_Input_Topic,1734625484.717,39292
Lag_Input_Topic,1734625485.717,81758
Lag_Input_Topic,1734625486.717,81788
Lag_Input_Topic,1734625488.717,73157
Lag_Input_Topic,1734625491.717,56863
Lag_Input_Topic,1734625492.717,56875
Lag_Input_Topic,1734625494.717,38805
Lag_Input_Topic,1734625497.717,30237
Lag_Input_Topic,1734625499.717,30279
Lag_Input_Topic,1734625500.717,30307
Lag_Input_Topic,1734625501.717,30321
Lag_Input_Topic,1734625502.717,30329
Lag_Input_Topic,1734625503.717,30349
Lag_Input_Topic,1734625504.717,30359
