Metric,Time,Value
Lag_Input_Topic,1734668047.444,21
Lag_Input_Topic,1734668048.444,28
Lag_Input_Topic,1734668049.444,0
Lag_Input_Topic,1734668050.444,7
Lag_Input_Topic,1734668051.444,14
Lag_Input_Topic,1734668052.444,21
Lag_Input_Topic,1734668053.444,28
Lag_Input_Topic,1734668054.444,1
Lag_Input_Topic,1734668055.444,10
Lag_Input_Topic,1734668056.444,14
Lag_Input_Topic,1734668057.444,21
Lag_Input_Topic,1734668058.444,28
Lag_Input_Topic,1734668059.444,0
Lag_Input_Topic,1734668060.444,7
Lag_Input_Topic,1734668061.444,14
Lag_Input_Topic,1734668062.444,21
Lag_Input_Topic,1734668063.444,28
Lag_Input_Topic,1734668064.444,35
Lag_Input_Topic,1734668065.444,7
Lag_Input_Topic,1734668066.444,14
Lag_Input_Topic,1734668067.444,21
Lag_Input_Topic,1734668068.444,28
Lag_Input_Topic,1734668069.444,0
Lag_Input_Topic,1734668070.444,7
Lag_Input_Topic,1734668071.444,14
Lag_Input_Topic,1734668072.444,21
Lag_Input_Topic,1734668073.444,28
Lag_Input_Topic,1734668074.444,35
Lag_Input_Topic,1734668076.444,42
Lag_Input_Topic,1734668077.444,56
Lag_Input_Topic,1734668078.444,66
Lag_Input_Topic,1734668079.444,70
Lag_Input_Topic,1734668080.444,77
Lag_Input_Topic,1734668081.444,84
Lag_Input_Topic,1734668082.444,91
Lag_Input_Topic,1734668083.444,98
Lag_Input_Topic,1734668084.444,105
Lag_Input_Topic,1734668085.444,112
Lag_Input_Topic,1734668086.444,119
Lag_Input_Topic,1734668087.444,126
Lag_Input_Topic,1734668088.444,135
Lag_Input_Topic,1734668089.444,140
Lag_Input_Topic,1734668090.444,147
Lag_Input_Topic,1734668091.444,154
Lag_Input_Topic,1734668092.444,164
Lag_Input_Topic,1734668093.444,168
Lag_Input_Topic,1734668094.444,175
Lag_Input_Topic,1734668095.444,182
Lag_Input_Topic,1734668096.444,189
Lag_Input_Topic,1734668097.444,196
Lag_Input_Topic,1734668098.444,203
Lag_Input_Topic,1734668099.444,210
Lag_Input_Topic,1734668100.444,217
Lag_Input_Topic,1734668101.444,225
Lag_Input_Topic,1734668103.444,232
Lag_Input_Topic,1734668104.444,245
Lag_Input_Topic,1734668105.444,252
Lag_Input_Topic,1734668106.444,259
Lag_Input_Topic,1734668107.444,266
Lag_Input_Topic,1734668108.444,273
Lag_Input_Topic,1734668109.444,280
Lag_Input_Topic,1734668110.444,287
Lag_Input_Topic,1734668111.444,140
Lag_Input_Topic,1734668112.444,2
Lag_Input_Topic,1734668113.444,9
Lag_Input_Topic,1734668114.444,16
Lag_Input_Topic,1734668115.444,23
Lag_Input_Topic,1734668116.444,30
Lag_Input_Topic,1734668117.444,3
Lag_Input_Topic,1734668118.444,10
Lag_Input_Topic,1734668119.444,17
Lag_Input_Topic,1734668120.444,24
Lag_Input_Topic,1734668121.444,31
Lag_Input_Topic,1734668122.444,8
Lag_Input_Topic,1734668123.444,15
Lag_Input_Topic,1734668124.444,22
Lag_Input_Topic,1734668125.444,1
Lag_Input_Topic,1734668126.444,8
Lag_Input_Topic,1734668127.444,15
Lag_Input_Topic,1734668128.444,22
Lag_Input_Topic,1734668129.444,29
Lag_Input_Topic,1734668130.444,1
Lag_Input_Topic,1734668131.444,8
Lag_Input_Topic,1734668132.444,15
Lag_Input_Topic,1734668133.444,21
Lag_Input_Topic,1734668134.444,29
Lag_Input_Topic,1734668135.444,0
Lag_Input_Topic,1734668136.444,7
Lag_Input_Topic,1734668137.444,14
Lag_Input_Topic,1734668138.444,21
Lag_Input_Topic,1734668139.444,29
Lag_Input_Topic,1734668140.444,0
Lag_Input_Topic,1734668141.444,7
Lag_Input_Topic,1734668142.444,14
Lag_Input_Topic,1734668143.444,21
Lag_Input_Topic,1734668144.444,29
Lag_Input_Topic,1734668145.444,1
Lag_Input_Topic,1734668146.444,7
Lag_Input_Topic,1734668147.444,14
Lag_Input_Topic,1734668148.444,22
Lag_Input_Topic,1734668149.444,29
Lag_Input_Topic,1734668150.444,0
Lag_Input_Topic,1734668151.444,7
Lag_Input_Topic,1734668152.444,15
Lag_Input_Topic,1734668153.444,21
Lag_Input_Topic,1734668154.444,28
Lag_Input_Topic,1734668155.444,6
Lag_Input_Topic,1734668156.444,13
Lag_Input_Topic,1734668157.444,20
Lag_Input_Topic,1734668158.444,27
Lag_Input_Topic,1734668159.444,34
Lag_Input_Topic,1734668160.444,6
Lag_Input_Topic,1734668161.444,14
Lag_Input_Topic,1734668162.444,21
Lag_Input_Topic,1734668163.444,28
Lag_Input_Topic,1734668164.444,35
Lag_Input_Topic,1734668165.444,6
Lag_Input_Topic,1734668166.444,13
Lag_Input_Topic,1734668167.444,20
Lag_Input_Topic,1734668168.444,28
Lag_Input_Topic,1734668169.444,34
Lag_Input_Topic,1734668170.444,6
Lag_Input_Topic,1734668171.444,13
Lag_Input_Topic,1734668172.444,12
Lag_Input_Topic,1734668173.444,19
Lag_Input_Topic,1734668174.444,26
Lag_Input_Topic,1734668175.444,27
Lag_Input_Topic,1734668176.444,34
Lag_Input_Topic,1734668177.444,6
Lag_Input_Topic,1734668178.444,13
Lag_Input_Topic,1734668179.444,21
Lag_Input_Topic,1734668180.444,27
Lag_Input_Topic,1734668181.444,35
Lag_Input_Topic,1734668182.444,6
Lag_Input_Topic,1734668183.444,13
Lag_Input_Topic,1734668184.444,21
Lag_Input_Topic,1734668185.444,27
Lag_Input_Topic,1734668186.444,34
Lag_Input_Topic,1734668187.444,6
Lag_Input_Topic,1734668188.444,13
Lag_Input_Topic,1734668189.444,20
Lag_Input_Topic,1734668190.444,27
Lag_Input_Topic,1734668191.444,35
Lag_Input_Topic,1734668192.444,41
Lag_Input_Topic,1734668193.444,48
Lag_Input_Topic,1734668194.444,55
Lag_Input_Topic,1734668195.444,63
Lag_Input_Topic,1734668196.444,69
Lag_Input_Topic,1734668197.444,76
Lag_Input_Topic,1734668197.57,83
Lag_Input_Topic,1734668198.57,90
Lag_Input_Topic,1734668199.57,97
Lag_Input_Topic,1734668200.57,104
Lag_Input_Topic,1734668201.57,111
Lag_Input_Topic,1734668202.57,118
Lag_Input_Topic,1734668203.57,125
Lag_Input_Topic,1734668204.57,132
Lag_Input_Topic,1734668205.57,139
Lag_Input_Topic,1734668206.57,146
Lag_Input_Topic,1734668207.57,153
Lag_Input_Topic,1734668208.57,160
Lag_Input_Topic,1734668209.57,167
Lag_Input_Topic,1734668210.57,175
Lag_Input_Topic,1734668211.57,181
Lag_Input_Topic,1734668212.57,188
Lag_Input_Topic,1734668213.57,196
Lag_Input_Topic,1734668214.57,202
Lag_Input_Topic,1734668215.57,209
Lag_Input_Topic,1734668216.57,216
Lag_Input_Topic,1734668217.57,224
Lag_Input_Topic,1734668218.57,230
Lag_Input_Topic,1734668219.57,237
Lag_Input_Topic,1734668220.57,244
Lag_Input_Topic,1734668221.57,251
Lag_Input_Topic,1734668222.57,258
Lag_Input_Topic,1734668223.57,265
Lag_Input_Topic,1734668224.57,272
Lag_Input_Topic,1734668225.57,283
Lag_Input_Topic,1734668226.57,286
Lag_Input_Topic,1734668227.57,286
Lag_Input_Topic,1734668227.615,294
Lag_Input_Topic,1734668228.615,301
Lag_Input_Topic,1734668229.615,308
Lag_Input_Topic,1734668230.615,314
Lag_Input_Topic,1734668231.615,322
Lag_Input_Topic,1734668232.615,329
Lag_Input_Topic,1734668234.615,336
Lag_Input_Topic,1734668235.615,350
Lag_Input_Topic,1734668236.615,356
Lag_Input_Topic,1734668238.615,363
Lag_Input_Topic,1734668239.615,378
Lag_Input_Topic,1734668240.615,385
Lag_Input_Topic,1734668241.615,392
Lag_Input_Topic,1734668242.615,481
Lag_Input_Topic,1734668243.615,487
Lag_Input_Topic,1734668244.615,494
Lag_Input_Topic,1734668245.615,500
Lag_Input_Topic,1734668246.615,507
Lag_Input_Topic,1734668247.615,6
Lag_Input_Topic,1734668248.615,13
Lag_Input_Topic,1734668249.615,20
Lag_Input_Topic,1734668250.615,27
Lag_Input_Topic,1734668251.615,34
Lag_Input_Topic,1734668252.615,0
Lag_Input_Topic,1734668253.615,7
Lag_Input_Topic,1734668254.615,14
Lag_Input_Topic,1734668255.615,21
Lag_Input_Topic,1734668256.615,28
Lag_Input_Topic,1734668257.615,0
Lag_Input_Topic,1734668257.678,0
Lag_Input_Topic,1734668258.678,7
Lag_Input_Topic,1734668259.678,14
Lag_Input_Topic,1734668260.678,21
Lag_Input_Topic,1734668261.678,28
Lag_Input_Topic,1734668262.678,0
Lag_Input_Topic,1734668263.678,7
Lag_Input_Topic,1734668264.678,14
Lag_Input_Topic,1734668265.678,21
Lag_Input_Topic,1734668266.678,28
Lag_Input_Topic,1734668267.678,6
Lag_Input_Topic,1734668268.678,13
Lag_Input_Topic,1734668269.678,20
Lag_Input_Topic,1734668270.678,27
Lag_Input_Topic,1734668271.678,34
Lag_Input_Topic,1734668272.678,6
Lag_Input_Topic,1734668273.678,13
Lag_Input_Topic,1734668274.678,20
Lag_Input_Topic,1734668275.678,27
Lag_Input_Topic,1734668276.678,34
Lag_Input_Topic,1734668277.678,6
Lag_Input_Topic,1734668278.678,13
Lag_Input_Topic,1734668279.678,20
Lag_Input_Topic,1734668280.678,27
Lag_Input_Topic,1734668281.678,34
Lag_Input_Topic,1734668282.678,6
Lag_Input_Topic,1734668283.678,13
Lag_Input_Topic,1734668284.678,20
Lag_Input_Topic,1734668285.678,27
Lag_Input_Topic,1734668286.678,34
Lag_Input_Topic,1734668287.678,6
Lag_Input_Topic,1734668287.722,6
Lag_Input_Topic,1734668288.722,13
Lag_Input_Topic,1734668289.722,20
Lag_Input_Topic,1734668290.722,27
Lag_Input_Topic,1734668291.722,34
Lag_Input_Topic,1734668292.722,6
Lag_Input_Topic,1734668293.722,13
Lag_Input_Topic,1734668294.722,20
Lag_Input_Topic,1734668295.722,27
Lag_Input_Topic,1734668296.722,34
Lag_Input_Topic,1734668297.722,6
Lag_Input_Topic,1734668298.722,13
Lag_Input_Topic,1734668299.722,20
Lag_Input_Topic,1734668300.722,27
Lag_Input_Topic,1734668301.722,34
Lag_Input_Topic,1734668302.722,6
Lag_Input_Topic,1734668303.722,13
Lag_Input_Topic,1734668304.722,21
Lag_Input_Topic,1734668305.722,27
Lag_Input_Topic,1734668306.722,34
Lag_Input_Topic,1734668307.722,6
Lag_Input_Topic,1734668308.722,13
Lag_Input_Topic,1734668309.722,20
Lag_Input_Topic,1734668310.722,27
Lag_Input_Topic,1734668311.722,34
Lag_Input_Topic,1734668312.722,41
Lag_Input_Topic,1734668313.722,48
Lag_Input_Topic,1734668314.722,55
Lag_Input_Topic,1734668315.722,62
Lag_Input_Topic,1734668316.722,69
Lag_Input_Topic,1734668317.722,76
Lag_Input_Topic,1734668317.766,76
Lag_Input_Topic,1734668318.766,83
Lag_Input_Topic,1734668319.766,90
Lag_Input_Topic,1734668320.766,97
Lag_Input_Topic,1734668321.766,104
Lag_Input_Topic,1734668322.766,111
Lag_Input_Topic,1734668323.766,118
Lag_Input_Topic,1734668324.766,125
Lag_Input_Topic,1734668325.766,132
Lag_Input_Topic,1734668326.766,139
Lag_Input_Topic,1734668327.766,146
Lag_Input_Topic,1734668328.766,153
Lag_Input_Topic,1734668329.766,160
Lag_Input_Topic,1734668330.766,167
Lag_Input_Topic,1734668331.766,174
Lag_Input_Topic,1734668332.766,181
Lag_Input_Topic,1734668333.766,188
Lag_Input_Topic,1734668334.766,195
Lag_Input_Topic,1734668335.766,202
Lag_Input_Topic,1734668336.766,209
Lag_Input_Topic,1734668337.766,216
Lag_Input_Topic,1734668338.766,223
Lag_Input_Topic,1734668339.766,230
Lag_Input_Topic,1734668340.766,237
Lag_Input_Topic,1734668341.766,244
Lag_Input_Topic,1734668342.766,251
Lag_Input_Topic,1734668343.766,258
Lag_Input_Topic,1734668344.766,265
Lag_Input_Topic,1734668345.766,272
Lag_Input_Topic,1734668346.766,279
Lag_Input_Topic,1734668347.766,279
Lag_Input_Topic,1734668347.81,286
Lag_Input_Topic,1734668348.81,293
Lag_Input_Topic,1734668349.81,300
Lag_Input_Topic,1734668350.81,307
Lag_Input_Topic,1734668351.81,314
Lag_Input_Topic,1734668352.81,321
Lag_Input_Topic,1734668353.81,328
Lag_Input_Topic,1734668354.81,335
Lag_Input_Topic,1734668355.81,342
Lag_Input_Topic,1734668356.81,350
Lag_Input_Topic,1734668357.81,356
Lag_Input_Topic,1734668358.81,363
Lag_Input_Topic,1734668359.81,370
Lag_Input_Topic,1734668360.81,377
Lag_Input_Topic,1734668361.81,384
Lag_Input_Topic,1734668362.81,391
Lag_Input_Topic,1734668363.81,398
Lag_Input_Topic,1734668365.81,406
Lag_Input_Topic,1734668366.81,419
Lag_Input_Topic,1734668367.81,426
Lag_Input_Topic,1734668370.81,440
Lag_Input_Topic,1734668371.81,454
Lag_Input_Topic,1734668373.81,462
Lag_Input_Topic,1734668374.81,7
Lag_Input_Topic,1734668375.81,14
Lag_Input_Topic,1734668376.81,21
Lag_Input_Topic,1734668377.81,28
Lag_Input_Topic,1734668377.865,28
Lag_Input_Topic,1734668378.865,0
Lag_Input_Topic,1734668379.865,7
Lag_Input_Topic,1734668380.865,14
Lag_Input_Topic,1734668381.865,21
Lag_Input_Topic,1734668382.865,28
Lag_Input_Topic,1734668383.865,0
Lag_Input_Topic,1734668384.865,7
Lag_Input_Topic,1734668385.865,14
Lag_Input_Topic,1734668386.865,21
Lag_Input_Topic,1734668387.865,28
Lag_Input_Topic,1734668388.865,35
Lag_Input_Topic,1734668389.865,7
Lag_Input_Topic,1734668390.865,14
Lag_Input_Topic,1734668391.865,20
Lag_Input_Topic,1734668392.865,28
Lag_Input_Topic,1734668393.865,0
Lag_Input_Topic,1734668394.865,7
Lag_Input_Topic,1734668395.865,14
Lag_Input_Topic,1734668396.865,21
Lag_Input_Topic,1734668397.865,25
Lag_Input_Topic,1734668398.865,0
Lag_Input_Topic,1734668399.865,7
Lag_Input_Topic,1734668400.865,14
Lag_Input_Topic,1734668401.865,18
Lag_Input_Topic,1734668402.865,28
Lag_Input_Topic,1734668403.865,35
Lag_Input_Topic,1734668404.865,7
Lag_Input_Topic,1734668405.865,14
Lag_Input_Topic,1734668406.865,21
Lag_Input_Topic,1734668407.865,25
Lag_Input_Topic,1734668407.916,25
Lag_Input_Topic,1734668408.916,14
Lag_Input_Topic,1734668409.916,4
Lag_Input_Topic,1734668410.916,14
Lag_Input_Topic,1734668411.916,18
Lag_Input_Topic,1734668412.916,25
Lag_Input_Topic,1734668413.916,0
Lag_Input_Topic,1734668414.916,6
Lag_Input_Topic,1734668415.916,13
Lag_Input_Topic,1734668416.916,21
Lag_Input_Topic,1734668417.916,28
Lag_Input_Topic,1734668418.916,0
Lag_Input_Topic,1734668419.916,7
Lag_Input_Topic,1734668420.916,14
Lag_Input_Topic,1734668421.916,24
Lag_Input_Topic,1734668422.916,29
Lag_Input_Topic,1734668423.916,0
Lag_Input_Topic,1734668424.916,7
Lag_Input_Topic,1734668425.916,14
Lag_Input_Topic,1734668426.916,25
Lag_Input_Topic,1734668427.916,28
